clip_name,label,index
train154,0,153
train155,0,154
train156,0,155
train157,0,156
train158,0,157
train159,0,158
train160,0,159
train161,0,160
train162,0,161
train163,0,162
train164,0,163
train165,0,164
train166,0,165
train167,0,166
train168,1,167
train169,0,168
train170,0,169
train171,0,170
train172,0,171
train173,0,172
train174,0,173
train175,0,174
train176,0,175
train177,0,176
train178,0,177
train179,0,178
train180,1,179
train181,0,180
train182,0,181
train183,0,182
train184,0,183
train185,0,184
train186,0,185
train187,0,186
train188,0,187
train189,0,188
train190,0,189
train191,0,190
train192,0,191
train193,0,192
train194,0,193
train195,0,194
train196,0,195
train197,0,196
train198,0,197
train199,0,198
train200,0,199
train201,0,200
train202,0,201
train203,0,202
train204,0,203
train205,0,204
train206,0,205
train207,0,206
train208,0,207
train209,0,208
train210,0,209
train211,0,210
train212,0,211
train213,0,212
train214,0,213
train215,0,214
train216,0,215
train217,0,216
train218,0,217
train219,0,218
train220,0,219
train221,0,220
train222,0,221
train223,0,222
train224,0,223
train225,0,224
train226,1,225
train227,1,226
train228,1,227
train229,1,228
train230,1,229
train231,0,230
train232,0,231
train233,0,232
train234,0,233
train235,0,234
train236,0,235
train237,0,236
train238,0,237
train239,0,238
train240,0,239
train241,0,240
train242,0,241
train243,0,242
train244,0,243
train245,0,244
train246,0,245
train247,0,246
train248,0,247
train249,0,248
train250,0,249
train251,0,250
train252,0,251
train253,0,252
train254,0,253
train255,0,254
train256,0,255
train257,0,256
train258,0,257
train259,0,258
train260,0,259
train261,0,260
train262,0,261
train263,0,262
train264,0,263
train265,0,264
train266,0,265
train267,0,266
train268,0,267
train269,0,268
train270,0,269
train271,0,270
train272,0,271
train273,1,272
train274,0,273
train275,0,274
train276,0,275
train277,0,276
train278,0,277
train279,0,278
train280,0,279
train281,0,280
train282,0,281
train283,0,282
train284,0,283
train285,0,284
train286,0,285
train287,0,286
train288,0,287
train289,0,288
train290,0,289
train291,0,290
train292,0,291
train293,0,292
train294,0,293
train295,0,294
train296,0,295
train297,0,296
train298,0,297
train299,0,298
train300,0,299
train301,0,300
train302,0,301
train303,0,302
train304,0,303
train305,0,304
train306,0,305
train307,0,306
train308,0,307
train309,0,308
train310,1,309
train311,0,310
train312,0,311
train313,0,312
train314,0,313
train315,0,314
train316,0,315
train317,0,316
train318,0,317
train319,0,318
train320,0,319
train321,0,320
train322,0,321
train323,0,322
train324,0,323
train325,0,324
train326,0,325
train327,0,326
train328,0,327
train329,0,328
train330,0,329
train331,0,330
train332,0,331
train333,0,332
train334,0,333
train335,0,334
train336,0,335
train337,0,336
train338,0,337
train339,0,338
train340,0,339
train341,0,340
train342,0,341
train343,0,342
train344,0,343
train345,0,344
train346,0,345
train347,0,346
train348,0,347
train349,1,348
train350,1,349
train351,1,350
train352,1,351
train353,0,352
train354,0,353
train355,0,354
train356,0,355
train357,0,356
train358,0,357
train359,0,358
train360,0,359
train361,0,360
train362,0,361
train363,0,362
train364,0,363
train365,0,364
train366,0,365
train367,0,366
train368,0,367
train369,0,368
train370,0,369
train371,0,370
train372,0,371
train373,1,372
train374,0,373
train375,0,374
train376,0,375
train377,0,376
train378,1,377
train379,1,378
train380,1,379
train381,0,380
train382,0,381
train383,0,382
train384,0,383
train385,0,384
train386,1,385
train387,0,386
train388,0,387
train389,0,388
train390,0,389
train391,0,390
train392,0,391
train393,0,392
train394,0,393
train395,0,394
train396,0,395
train397,0,396
train398,0,397
train399,0,398
train400,0,399
train401,1,400
train402,0,401
train403,0,402
train404,0,403
train405,0,404
train406,0,405
train407,0,406
train408,0,407
train409,1,408
train410,0,409
train411,0,410
train412,0,411
train413,0,412
train414,0,413
train415,0,414
train416,0,415
train417,0,416
train418,1,417
train419,0,418
train420,0,419
train421,0,420
train422,0,421
train423,0,422
train424,0,423
train425,0,424
train426,0,425
train427,0,426
train428,0,427
train429,0,428
train430,0,429
train431,0,430
train432,0,431
train433,0,432
train434,1,433
train435,0,434
train436,0,435
train437,0,436
train438,0,437
train439,0,438
train440,0,439
train441,0,440
train442,0,441
train443,0,442
train444,0,443
train445,0,444
train446,0,445
train447,0,446
train448,0,447
train449,0,448
train450,0,449
train451,0,450
train452,0,451
train453,0,452
train454,0,453
train455,0,454
train456,0,455
train457,0,456
train458,0,457
train459,0,458
train460,0,459
train461,0,460
train462,0,461
train463,0,462
train464,0,463
train465,0,464
train466,0,465
train467,0,466
train468,0,467
train469,0,468
train470,0,469
train471,0,470
train472,0,471
train473,0,472
train474,0,473
train475,0,474
train476,0,475
train477,0,476
train478,0,477
train479,0,478
train480,0,479
train481,0,480
train482,0,481
train483,0,482
train484,0,483
train485,0,484
train486,0,485
train487,0,486
train488,0,487
train489,0,488
train490,0,489
train491,0,490
train492,0,491
train493,0,492
train494,0,493
train495,0,494
train496,0,495
train497,0,496
train498,0,497
train499,0,498
train500,0,499
train501,0,500
train502,0,501
train503,0,502
train504,0,503
train505,0,504
train506,0,505
train507,1,506
train508,1,507
train509,1,508
train510,1,509
train511,0,510
train512,0,511
train513,0,512
train514,0,513
train515,0,514
train516,0,515
train517,0,516
train518,0,517
train519,0,518
train520,0,519
train521,0,520
train522,0,521
train523,0,522
train524,0,523
train525,0,524
train526,0,525
train527,0,526
train528,0,527
train529,0,528
train530,0,529
train531,0,530
train532,0,531
train533,0,532
train534,0,533
train535,0,534
train536,0,535
train537,0,536
train538,0,537
train539,0,538
train540,0,539
train541,0,540
train542,0,541
train543,0,542
train544,0,543
train545,0,544
train546,0,545
train547,0,546
train548,0,547
train549,0,548
train550,0,549
train551,0,550
train552,0,551
train553,0,552
train554,0,553
train555,0,554
train556,0,555
train557,0,556
train558,0,557
train559,0,558
train560,0,559
train561,0,560
train562,0,561
train563,0,562
train564,0,563
train565,0,564
train566,1,565
train567,0,566
train568,0,567
train569,0,568
train570,0,569
train571,0,570
train572,0,571
train573,0,572
train574,0,573
train575,0,574
train576,0,575
train577,0,576
train578,0,577
train579,0,578
train580,0,579
train581,0,580
train582,0,581
train583,0,582
train584,0,583
train585,0,584
train586,0,585
train587,0,586
train588,0,587
train589,0,588
train590,0,589
train591,0,590
train592,0,591
train593,0,592
train594,0,593
train595,0,594
train596,0,595
train597,0,596
train598,0,597
train599,0,598
train600,0,599
train601,1,600
train602,0,601
train603,0,602
train604,0,603
train605,0,604
train606,0,605
train607,0,606
train608,0,607
train609,0,608
train610,0,609
train611,0,610
train612,0,611
train613,0,612
train614,0,613
train615,0,614
train616,0,615
train617,0,616
train618,0,617
train619,0,618
train620,0,619
train621,0,620
train622,0,621
train623,0,622
train624,0,623
train625,0,624
train626,0,625
train627,0,626
train628,0,627
train629,0,628
train630,0,629
train631,0,630
train632,0,631
train633,0,632
train634,0,633
train635,0,634
train636,0,635
train637,0,636
train638,0,637
train639,0,638
train640,0,639
train641,0,640
train642,0,641
train643,0,642
train644,0,643
train645,0,644
train646,0,645
train647,0,646
train648,0,647
train649,0,648
train650,0,649
train651,1,650
train652,0,651
train653,0,652
train654,0,653
train655,0,654
train656,0,655
train657,0,656
train658,0,657
train659,0,658
train660,0,659
train661,0,660
train662,0,661
train663,0,662
train664,0,663
train665,0,664
train666,0,665
train667,0,666
train668,0,667
train669,0,668
train670,0,669
train671,0,670
train672,0,671
train673,1,672
train674,0,673
train675,0,674
train676,0,675
train677,0,676
train678,0,677
train679,0,678
train680,0,679
train681,0,680
train682,0,681
train683,1,682
train684,1,683
train685,1,684
train686,0,685
train687,0,686
train688,0,687
train689,0,688
train690,0,689
train691,0,690
train692,0,691
train693,0,692
train694,0,693
train695,0,694
train696,0,695
train697,0,696
train698,0,697
train699,0,698
train700,1,699
train701,1,700
train702,0,701
train703,0,702
train704,0,703
train705,0,704
train706,0,705
train707,0,706
train708,0,707
train709,0,708
train710,0,709
train711,0,710
train712,0,711
train713,0,712
train714,0,713
train715,0,714
train716,0,715
train717,0,716
train718,0,717
train719,0,718
train720,0,719
train721,0,720
train722,0,721
train723,0,722
train724,0,723
train725,0,724
train726,0,725
train727,1,726
train728,0,727
train729,0,728
train730,1,729
train731,0,730
train732,1,731
train733,0,732
train734,1,733
train735,0,734
train736,1,735
train737,1,736
train738,1,737
train739,1,738
train740,0,739
train741,0,740
train742,0,741
train743,0,742
train744,0,743
train745,0,744
train746,0,745
train747,0,746
train748,0,747
train749,0,748
train750,0,749
train751,0,750
train752,0,751
train753,0,752
train754,0,753
train755,0,754
train756,0,755
train757,0,756
train758,0,757
train759,0,758
train760,0,759
train761,0,760
train762,0,761
train763,0,762
train764,0,763
train765,1,764
train766,0,765
train767,0,766
train768,0,767
train769,0,768
train770,0,769
train771,0,770
train772,0,771
train773,0,772
train774,0,773
train775,0,774
train776,0,775
train777,0,776
train778,0,777
train779,0,778
train780,0,779
train781,0,780
train782,0,781
train783,0,782
train784,0,783
train785,0,784
train786,0,785
train787,0,786
train788,0,787
train789,0,788
train790,0,789
train791,0,790
train792,0,791
train793,0,792
train794,0,793
train795,1,794
train796,0,795
train797,0,796
train798,0,797
train799,0,798
train800,0,799
train801,0,800
train802,0,801
train803,0,802
train804,0,803
train805,0,804
train806,0,805
train807,0,806
train808,0,807
train809,0,808
train810,0,809
train811,0,810
train812,0,811
train813,0,812
train814,0,813
train815,0,814
train816,0,815
train817,0,816
train818,0,817
train819,0,818
train820,0,819
train821,0,820
train822,0,821
train823,0,822
train824,0,823
train825,0,824
train826,0,825
train827,0,826
train828,0,827
train829,0,828
train830,0,829
train831,0,830
train832,0,831
train833,0,832
train834,0,833
train835,0,834
train836,0,835
train837,0,836
train838,0,837
train839,0,838
train840,0,839
train841,0,840
train842,0,841
train843,0,842
train844,0,843
train845,0,844
train846,0,845
train847,0,846
train848,0,847
train849,0,848
train850,0,849
train851,0,850
train852,0,851
train853,0,852
train854,0,853
train855,0,854
train856,0,855
train857,0,856
train858,0,857
train859,0,858
train860,1,859
train861,0,860
train862,0,861
train863,0,862
train864,0,863
train865,0,864
train866,0,865
train867,0,866
train868,0,867
train869,0,868
train870,0,869
train871,0,870
train872,0,871
train873,0,872
train874,0,873
train875,0,874
train876,0,875
train877,0,876
train878,0,877
train879,0,878
train880,1,879
train881,0,880
train882,0,881
train883,0,882
train884,0,883
train885,0,884
train886,0,885
train887,0,886
train888,0,887
train889,0,888
train890,0,889
train891,0,890
train892,1,891
train893,1,892
train894,0,893
train895,0,894
train896,0,895
train897,0,896
train898,0,897
train899,0,898
train900,0,899
train901,0,900
train902,0,901
train903,0,902
train904,0,903
train905,0,904
train906,0,905
train907,0,906
train908,0,907
train909,0,908
train910,0,909
train911,0,910
train912,0,911
train913,0,912
train914,0,913
train915,0,914
train916,0,915
train917,0,916
train918,0,917
train919,0,918
train920,0,919
train921,0,920
train922,0,921
train923,0,922
train924,0,923
train925,0,924
train926,0,925
train927,0,926
train928,0,927
train929,0,928
train930,0,929
train931,1,930
train932,1,931
train933,0,932
train934,1,933
train935,0,934
train936,0,935
train937,0,936
train938,0,937
train939,0,938
train940,0,939
train941,0,940
train942,0,941
train943,0,942
train944,1,943
train945,0,944
train946,0,945
train947,0,946
train948,0,947
train949,0,948
train950,0,949
train951,0,950
train952,0,951
train953,0,952
train954,0,953
train955,0,954
train956,0,955
train957,0,956
train958,1,957
train959,0,958
train960,1,959
train961,1,960
train962,1,961
train963,1,962
train964,0,963
train965,0,964
train966,0,965
train967,1,966
train968,1,967
train969,1,968
train970,0,969
train971,0,970
train972,0,971
train973,0,972
train974,0,973
train975,1,974
train976,1,975
train977,0,976
train978,0,977
train979,0,978
train980,0,979
train981,1,980
train982,0,981
train983,0,982
train984,0,983
train985,0,984
train986,0,985
train987,0,986
train988,0,987
train989,0,988
train990,0,989
train991,1,990
train992,0,991
train993,0,992
train994,0,993
train995,0,994
train996,0,995
train997,1,996
train998,0,997
train999,0,998
train1000,1,999
train1001,0,1000
train1002,0,1001
train1003,0,1002
train1004,0,1003
train1005,0,1004
train1006,0,1005
train1007,1,1006
train1008,0,1007
train1009,0,1008
train1010,0,1009
train1011,0,1010
train1012,0,1011
train1013,0,1012
train1014,0,1013
train1015,0,1014
train1016,0,1015
train1017,0,1016
train1018,0,1017
train1019,0,1018
train1020,0,1019
train1021,0,1020
train1022,0,1021
train1023,0,1022
train1024,0,1023
train1025,0,1024
train1026,0,1025
train1027,0,1026
train1028,0,1027
train1029,0,1028
train1030,1,1029
train1031,0,1030
train1032,0,1031
train1033,0,1032
train1034,0,1033
train1035,0,1034
train1036,0,1035
train1037,0,1036
train1038,0,1037
train1039,0,1038
train1040,0,1039
train1041,0,1040
train1042,0,1041
train1043,0,1042
train1044,0,1043
train1045,0,1044
train1046,1,1045
train1047,1,1046
train1048,0,1047
train1049,1,1048
train1050,0,1049
train1051,1,1050
train1052,0,1051
train1053,0,1052
train1054,0,1053
train1055,1,1054
train1056,0,1055
train1057,1,1056
train1058,0,1057
train1059,1,1058
train1060,1,1059
train1061,0,1060
train1062,0,1061
train1063,0,1062
train1064,0,1063
train1065,0,1064
train1066,1,1065
train1067,0,1066
train1068,0,1067
train1069,0,1068
train1070,0,1069
train1071,0,1070
train1072,0,1071
train1073,0,1072
train1074,0,1073
train1075,1,1074
train1076,0,1075
train1077,1,1076
train1078,0,1077
train1079,1,1078
train1080,1,1079
train1081,0,1080
train1082,1,1081
train1083,0,1082
train1084,0,1083
train1085,0,1084
train1086,0,1085
train1087,0,1086
train1088,0,1087
train1089,1,1088
train1090,0,1089
train1091,1,1090
train1092,1,1091
train1093,1,1092
train1094,0,1093
train1095,0,1094
train1096,0,1095
train1097,0,1096
train1098,0,1097
train1099,0,1098
train1100,0,1099
train1101,1,1100
train1102,1,1101
train1103,1,1102
train1104,1,1103
train1105,0,1104
train1106,0,1105
train1107,0,1106
train1108,0,1107
train1109,0,1108
train1110,0,1109
train1111,0,1110
train1112,1,1111
train1113,0,1112
train1114,0,1113
train1115,0,1114
train1116,0,1115
train1117,0,1116
train1118,0,1117
train1119,0,1118
train1120,0,1119
train1121,0,1120
train1122,1,1121
train1123,0,1122
train1124,0,1123
train1125,0,1124
train1126,0,1125
train1127,1,1126
train1128,0,1127
train1129,0,1128
train1130,1,1129
train1131,0,1130
train1132,0,1131
train1133,0,1132
train1134,0,1133
train1135,0,1134
train1136,0,1135
train1137,0,1136
train1138,0,1137
train1139,0,1138
train1140,0,1139
train1141,0,1140
train1142,1,1141
train1143,1,1142
train1144,0,1143
train1145,0,1144
train1146,0,1145
train1147,0,1146
train1148,1,1147
train1149,1,1148
train1150,1,1149
train1151,0,1150
train1152,0,1151
train1153,0,1152
train1154,0,1153
train1155,0,1154
train1156,0,1155
train1157,0,1156
train1158,0,1157
train1159,0,1158
train1160,0,1159
train1161,1,1160
train1162,1,1161
train1163,0,1162
train1164,0,1163
train1165,0,1164
train1166,0,1165
train1167,0,1166
train1168,0,1167
train1169,0,1168
train1170,0,1169
train1171,0,1170
train1172,1,1171
train1173,1,1172
train1174,1,1173
train1175,0,1174
train1176,0,1175
train1177,0,1176
train1178,0,1177
train1179,0,1178
train1180,0,1179
train1181,0,1180
train1182,0,1181
train1183,0,1182
train1184,0,1183
train1185,0,1184
train1186,0,1185
train1187,0,1186
train1188,0,1187
train1189,0,1188
train1190,0,1189
train1191,0,1190
train1192,0,1191
train1193,0,1192
train1194,0,1193
train1195,0,1194
train1196,0,1195
train1197,0,1196
train1198,0,1197
train1199,0,1198
train1200,0,1199
train1201,0,1200
train1202,0,1201
train1203,0,1202
train1204,0,1203
train1205,0,1204
train1206,0,1205
train1207,0,1206
train1208,0,1207
train1209,0,1208
train1210,0,1209
train1211,0,1210
train1212,0,1211
train1213,0,1212
train1214,0,1213
train1215,0,1214
train1216,0,1215
train1217,0,1216
train1218,0,1217
train1219,0,1218
train1220,0,1219
train1221,0,1220
train1222,0,1221
train1223,0,1222
train1224,1,1223
train1225,1,1224
train1226,1,1225
train1227,0,1226
train1228,0,1227
train1229,0,1228
train1230,0,1229
train1231,0,1230
train1232,0,1231
train1233,0,1232
train1234,0,1233
train1235,0,1234
train1236,0,1235
train1237,0,1236
train1238,0,1237
train1239,0,1238
train1240,0,1239
train1241,0,1240
train1242,0,1241
train1243,0,1242
train1244,0,1243
train1245,0,1244
train1246,0,1245
train1247,0,1246
train1248,0,1247
train1249,0,1248
train1250,0,1249
train1251,0,1250
train1252,0,1251
train1253,0,1252
train1254,0,1253
train1255,0,1254
train1256,0,1255
train1257,0,1256
train1258,0,1257
train1259,0,1258
train1260,0,1259
train1261,0,1260
train1262,0,1261
train1263,0,1262
train1264,0,1263
train1265,0,1264
train1266,0,1265
train1267,0,1266
train1268,0,1267
train1269,0,1268
train1270,0,1269
train1271,0,1270
train1272,0,1271
train1273,0,1272
train1274,0,1273
train1275,0,1274
train1276,0,1275
train1277,0,1276
train1278,0,1277
train1279,0,1278
train1280,0,1279
train1281,0,1280
train1282,0,1281
train1283,0,1282
train1284,0,1283
train1285,0,1284
train1286,0,1285
train1287,0,1286
train1288,0,1287
train1289,0,1288
train1290,0,1289
train1291,0,1290
train1292,0,1291
train1293,0,1292
train1294,0,1293
train1295,0,1294
train1296,0,1295
train1297,0,1296
train1298,0,1297
train1299,0,1298
train1300,0,1299
train1301,0,1300
train1302,0,1301
train1303,0,1302
train1304,0,1303
train1305,0,1304
train1306,0,1305
train1307,0,1306
train1308,0,1307
train1309,0,1308
train1310,0,1309
train1311,0,1310
train1312,0,1311
train1313,0,1312
train1314,0,1313
train1315,0,1314
train1316,0,1315
train1317,0,1316
train1318,0,1317
train1319,0,1318
train1320,0,1319
train1321,0,1320
train1322,0,1321
train1323,0,1322
train1324,0,1323
train1325,0,1324
train1326,1,1325
train1327,1,1326
train1328,1,1327
train1329,1,1328
train1330,1,1329
train1331,1,1330
train1332,0,1331
train1333,0,1332
train1334,0,1333
train1335,0,1334
train1336,0,1335
train1337,0,1336
train1338,0,1337
train1339,0,1338
train1340,0,1339
train1341,1,1340
train1342,1,1341
train1343,0,1342
train1344,0,1343
train1345,0,1344
train1346,0,1345
train1347,0,1346
train1348,0,1347
train1349,0,1348
train1350,0,1349
train1351,0,1350
train1352,0,1351
train1353,0,1352
train1354,0,1353
train1355,0,1354
train1356,0,1355
train1357,1,1356
train1358,0,1357
train1359,1,1358
train1360,1,1359
train1361,1,1360
train1362,0,1361
train1363,1,1362
train1364,1,1363
train1365,1,1364
train1366,1,1365
train1367,1,1366
train1368,0,1367
train1369,0,1368
train1370,0,1369
train1371,1,1370
train1372,0,1371
train1373,0,1372
train1374,0,1373
train1375,0,1374
train1376,1,1375
train1377,1,1376
train1378,1,1377
train1379,0,1378
train1380,0,1379
train1381,0,1380
train1382,0,1381
train1383,0,1382
train1384,0,1383
train1385,0,1384
train1386,0,1385
train1387,0,1386
train1388,0,1387
train1389,0,1388
train1390,0,1389
train1391,0,1390
train1392,0,1391
train1393,0,1392
train1394,0,1393
train1395,0,1394
train1396,0,1395
train1397,0,1396
train1398,0,1397
train1399,0,1398
train1400,0,1399
train1401,0,1400
train1402,0,1401
train1403,0,1402
train1404,0,1403
train1405,0,1404
train1406,0,1405
train1407,0,1406
train1408,0,1407
train1409,0,1408
train1410,0,1409
train1411,0,1410
train1412,0,1411
train1413,0,1412
train1414,0,1413
train1415,0,1414
train1416,0,1415
train1417,0,1416
train1418,0,1417
train1419,0,1418
train1420,0,1419
train1421,1,1420
train1422,0,1421
train1423,0,1422
train1424,0,1423
train1425,0,1424
train1426,0,1425
train1427,0,1426
train1428,0,1427
train1429,0,1428
train1430,0,1429
train1431,0,1430
train1432,0,1431
train1433,0,1432
train1434,0,1433
train1435,0,1434
train1436,0,1435
train1437,0,1436
train1438,0,1437
train1439,0,1438
train1440,0,1439
train1441,1,1440
train1442,1,1441
train1443,1,1442
train1444,1,1443
train1445,0,1444
train1446,0,1445
train1447,0,1446
train1448,0,1447
train1449,0,1448
train1450,0,1449
train1451,0,1450
train1452,0,1451
train1453,0,1452
train1454,0,1453
train1455,0,1454
train1456,0,1455
train1457,0,1456
train1458,0,1457
train1459,0,1458
train1460,0,1459
train1461,0,1460
train1462,0,1461
train1463,0,1462
train1464,0,1463
train1465,0,1464
train1466,0,1465
train1467,0,1466
train1468,0,1467
train1469,0,1468
train1470,0,1469
train1471,0,1470
train1472,0,1471
train1473,0,1472
train1474,0,1473
train1475,0,1474
train1476,1,1475
train1477,1,1476
train1478,0,1477
train1479,0,1478
train1480,0,1479
train1481,0,1480
train1482,0,1481
train1483,0,1482
train1484,0,1483
train1485,0,1484
train1486,0,1485
train1487,0,1486
train1488,0,1487
train1489,0,1488
train1490,0,1489
train1491,0,1490
train1492,0,1491
train1493,0,1492
train1494,0,1493
train1495,0,1494
train1496,0,1495
train1497,0,1496
train1498,0,1497
train1499,0,1498
train1500,0,1499
train1501,0,1500
train1502,0,1501
train1503,0,1502
train1504,0,1503
train1505,0,1504
train1506,0,1505
train1507,0,1506
train1508,1,1507
train1509,0,1508
train1510,0,1509
train1511,0,1510
train1512,0,1511
train1513,0,1512
train1514,1,1513
train1515,0,1514
train1516,0,1515
train1517,0,1516
train1518,0,1517
train1519,0,1518
train1520,0,1519
train1521,0,1520
train1522,0,1521
train1523,0,1522
train1524,0,1523
train1525,0,1524
train1526,0,1525
train1527,0,1526
train1528,0,1527
train1529,0,1528
train1530,0,1529
train1531,0,1530
train1532,0,1531
train1533,0,1532
train1534,0,1533
train1535,0,1534
train1536,0,1535
train1537,0,1536
train1538,0,1537
train1539,0,1538
train1540,0,1539
train1541,0,1540
train1542,0,1541
train1543,0,1542
train1544,0,1543
train1545,0,1544
train1546,0,1545
train1547,0,1546
train1548,0,1547
train1549,0,1548
train1550,0,1549
train1551,0,1550
train1552,0,1551
train1553,0,1552
train1554,0,1553
train1555,0,1554
train1556,0,1555
train1557,0,1556
train1558,0,1557
train1559,0,1558
train1560,0,1559
train1561,0,1560
train1562,0,1561
train1563,0,1562
train1564,0,1563
train1565,0,1564
train1566,0,1565
train1567,0,1566
train1568,0,1567
train1569,0,1568
train1570,0,1569
train1571,0,1570
train1572,0,1571
train1573,0,1572
train1574,0,1573
train1575,0,1574
train1576,0,1575
train1577,0,1576
train1578,0,1577
train1579,0,1578
train1580,0,1579
train1581,0,1580
train1582,0,1581
train1583,0,1582
train1584,0,1583
train1585,0,1584
train1586,0,1585
train1587,0,1586
train1588,0,1587
train1589,0,1588
train1590,0,1589
train1591,0,1590
train1592,0,1591
train1593,0,1592
train1594,0,1593
train1595,0,1594
train1596,0,1595
train1597,0,1596
train1598,0,1597
train1599,0,1598
train1600,0,1599
train1601,0,1600
train1602,0,1601
train1603,0,1602
train1604,0,1603
train1605,0,1604
train1606,0,1605
train1607,0,1606
train1608,0,1607
train1609,0,1608
train1610,0,1609
train1611,0,1610
train1612,0,1611
train1613,0,1612
train1614,0,1613
train1615,0,1614
train1616,0,1615
train1617,0,1616
train1618,0,1617
train1619,0,1618
train1620,0,1619
train1621,0,1620
train1622,0,1621
train1623,0,1622
train1624,0,1623
train1625,0,1624
train1626,0,1625
train1627,0,1626
train1628,0,1627
train1629,0,1628
train1630,0,1629
train1631,0,1630
train1632,0,1631
train1633,0,1632
train1634,1,1633
train1635,1,1634
train1636,1,1635
train1637,1,1636
train1638,0,1637
train1639,1,1638
train1640,1,1639
train1641,1,1640
train1642,1,1641
train1643,0,1642
train1644,0,1643
train1645,0,1644
train1646,0,1645
train1647,0,1646
train1648,0,1647
train1649,0,1648
train1650,0,1649
train1651,0,1650
train1652,1,1651
train1653,1,1652
train1654,1,1653
train1655,1,1654
train1656,1,1655
train1657,1,1656
train1658,0,1657
train1659,0,1658
train1660,0,1659
train1661,0,1660
train1662,0,1661
train1663,0,1662
train1664,0,1663
train1665,0,1664
train1666,0,1665
train1667,1,1666
train1668,0,1667
train1669,0,1668
train1670,0,1669
train1671,0,1670
train1672,0,1671
train1673,0,1672
train1674,0,1673
train1675,0,1674
train1676,0,1675
train1677,0,1676
train1678,0,1677
train1679,0,1678
train1680,0,1679
train1681,0,1680
train1682,0,1681
train1683,0,1682
train1684,0,1683
train1685,0,1684
train1686,0,1685
train1687,0,1686
train1688,0,1687
train1689,0,1688
train1690,0,1689
train1691,0,1690
train1692,0,1691
train1693,0,1692
train1694,0,1693
train1695,0,1694
train1696,0,1695
train1697,0,1696
train1698,0,1697
train1699,0,1698
train1700,0,1699
train1701,0,1700
train1702,0,1701
train1703,0,1702
train1704,0,1703
train1705,0,1704
train1706,0,1705
train1707,0,1706
train1708,0,1707
train1709,0,1708
train1710,0,1709
train1711,0,1710
train1712,0,1711
train1713,0,1712
train1714,0,1713
train1715,0,1714
train1716,0,1715
train1717,0,1716
train1718,0,1717
train1719,0,1718
train1720,0,1719
train1721,0,1720
train1722,0,1721
train1723,0,1722
train1724,0,1723
train1725,0,1724
train1726,0,1725
train1727,0,1726
train1728,0,1727
train1729,0,1728
train1730,0,1729
train1731,0,1730
train1732,0,1731
train1733,0,1732
train1734,0,1733
train1735,0,1734
train1736,0,1735
train1737,0,1736
train1738,0,1737
train1739,0,1738
train1740,0,1739
train1741,0,1740
train1742,0,1741
train1743,0,1742
train1744,0,1743
train1745,0,1744
train1746,0,1745
train1747,0,1746
train1748,0,1747
train1749,0,1748
train1750,1,1749
train1751,0,1750
train1752,0,1751
train1753,0,1752
train1754,0,1753
train1755,0,1754
train1756,0,1755
train1757,0,1756
train1758,0,1757
train1759,0,1758
train1760,0,1759
train1761,0,1760
train1762,0,1761
train1763,0,1762
train1764,0,1763
train1765,0,1764
train1766,0,1765
train1767,0,1766
train1768,0,1767
train1769,0,1768
train1770,0,1769
train1771,0,1770
train1772,0,1771
train1773,0,1772
train1774,0,1773
train1775,0,1774
